,response,is_strange,workerid,proliferate.condition,order,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,DegreeQ,SubjectAuxInv,WhAll,MatrixNegPresent,EmbeddedNegPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixNegation,MatrixDoSupport,MatrixPred1,MatrixPred2,MatVerbPart,Modal,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
474,a,False,41,condition1,a-some-all-the,13,60430:4,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
475,some,False,41,condition1,a-some-all-the,14,103191:13,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
476,the,False,41,condition1,a-some-all-the,15,130644:22,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
477,the,False,41,condition1,a-some-all-the,16,68569:4,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
478,the,False,41,condition1,a-some-all-the,17,51293:9,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
479,Patricia,Patricia,40,condition1,,1,bot_check,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,a,False,40,condition1,some-a-the-all,3,example1,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,all,False,40,condition1,some-a-the-all,3,example1,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,a,False,40,condition1,some-a-the-all,4,example2,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,some,False,40,condition1,some-a-the-all,5,example1,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,all,False,40,condition1,some-a-the-all,5,example1,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,the,False,40,condition1,some-a-the-all,6,example4,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,the,False,40,condition1,some-a-the-all,8,118088:9,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
487,a,False,40,condition1,some-a-the-all,9,68569:4,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
488,some,False,40,condition1,some-a-the-all,10,130644:22,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
489,a,False,40,condition1,some-a-the-all,11,37508:7,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
490,all,False,40,condition1,some-a-the-all,12,60430:4,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
491,the,False,40,condition1,some-a-the-all,13,102105:4,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
492,the,False,40,condition1,some-a-the-all,14,103191:13,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
493,some,False,40,condition1,some-a-the-all,15,40349:14,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
494,the,False,40,condition1,some-a-the-all,16,51293:9,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
495,some,False,40,condition1,some-a-the-all,17,61578:4,[],18.0,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.82121666666667,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
496,Jennifer,Jennifer,30,condition1,,1,bot_check,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,the,False,30,condition1,some-all-a-the,3,example1,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,the,False,30,condition1,some-all-a-the,3,example1,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,a,True,30,condition1,some-all-a-the,3,example1,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,all,False,30,condition1,some-all-a-the,3,example1,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,the,False,30,condition1,some-all-a-the,4,example2,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,some,False,30,condition1,some-all-a-the,4,example2,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,all,False,30,condition1,some-all-a-the,5,example1,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,all,False,30,condition1,some-all-a-the,6,example4,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,the,False,30,condition1,some-all-a-the,6,example4,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,the,False,30,condition1,some-all-a-the,8,118088:9,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
507,all,False,30,condition1,some-all-a-the,9,130644:22,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
508,the,False,30,condition1,some-all-a-the,10,68569:4,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
509,all,False,30,condition1,some-all-a-the,11,60430:4,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
510,some,False,30,condition1,some-all-a-the,12,61578:4,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
511,all,False,30,condition1,some-all-a-the,13,37508:7,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
512,the,False,30,condition1,some-all-a-the,14,102105:4,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
513,all,False,30,condition1,some-all-a-the,15,103191:13,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
514,the,False,30,condition1,some-all-a-the,16,51293:9,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
515,all,False,30,condition1,some-all-a-the,17,40349:14,[],19.0,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
516,Jessica,Jessica,39,condition1,,1,bot_check,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,a,False,39,condition1,a-all-the-some,3,example1,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,all,False,39,condition1,a-all-the-some,3,example1,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,a,False,39,condition1,a-all-the-some,4,example2,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,all,False,39,condition1,a-all-the-some,5,example1,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,the,False,39,condition1,a-all-the-some,6,example4,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,a,True,39,condition1,a-all-the-some,8,60430:4,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
523,the,False,39,condition1,a-all-the-some,9,51293:9,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
524,the,False,39,condition1,a-all-the-some,10,118088:9,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
525,a,True,39,condition1,a-all-the-some,11,103191:13,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
526,the,False,39,condition1,a-all-the-some,12,37508:7,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
527,the,False,39,condition1,a-all-the-some,13,130644:22,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
528,the,False,39,condition1,a-all-the-some,14,61578:4,[],21.0,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
